gene,spearman_r,pval
KRTCAP2,0.08955960286388816,1.1526435658229589e-58
NUCKS1,0.08905755504002354,5.009411628226942e-58
EMSY-DT,0.08885490410651012,9.043298848617557e-58
RPS10,0.08866487628438856,1.571635589906865e-57
AGAP2-AS1,0.08794819164970141,1.2500821286310212e-56
CALHM6,0.08783053111082148,1.7542316722280855e-56
C19orf53,0.08774372142988018,2.2517773621924333e-56
KDELR1,0.08700532054618733,1.8643726260887496e-55
LSM10,0.08665403735924246,5.064280498828013e-55
SF3B2,0.08647145812576017,8.499294561839738e-55
MYL12A,0.08551941853206066,1.242169580859319e-53
LTBP2,0.08505036413255687,4.605589584675511e-53
CYP4B1,0.08490268571388229,6.947231127241462e-53
TMEM179B,0.08442635970596964,2.6032089004882004e-52
FKBP1A,0.08417411400197725,5.224012930207649e-52
CBFA2T3,0.08373111297024033,1.7662482658628412e-51
PPA1,0.08366870816257847,2.0958114166992664e-51
ATP6V0B,0.08314337664192119,8.802680965487913e-51
HCAR1,0.08282802865114361,2.0742168269608626e-50
RGS2,0.08258100049751962,4.0500006785132187e-50
PTTG1IP,0.08235598282912389,7.4371075641468885e-50
CD14,0.08128898139548416,1.29766589658385e-48
SMDT1,0.08006914334682719,3.2573957426612637e-47
CIRBP,0.0794447133093636,1.6640113799020925e-46
CDH7,0.07884409294519493,7.891987074312356e-46
CD74,0.07845565107417717,2.1461428143471055e-45
GATA3,0.07838505540679304,2.572698171227532e-45
FTL,0.07828821465201115,3.298167492383387e-45
SLX1A,0.07805024466310313,6.064728625921811e-45
IFT25,0.07803968008937769,6.230698497499453e-45
RNF113A,0.07793640007175251,8.111121725202532e-45
CXCL3,0.07753886108361709,2.2313021830089156e-44
CAMK1D,0.07721286528005945,5.096412566993127e-44
JUNB,0.07701377573318684,8.425312458274306e-44
HNRNPF,0.07604005221966871,9.665788799080204e-43
TM4SF1,0.0752994467603874,6.055637187353855e-42
SNRPD3,0.07524736361481597,6.885090900228604e-42
SERPINB1,0.07521179162921737,7.515601888919147e-42
GABARAPL2,0.07518269794932192,8.07372823854832e-42
HDLBP,0.0750874508742125,1.0205614438403048e-41
SMO,0.07482149316445869,1.9602589093764529e-41
CST1,0.0745676555495827,3.646957888257697e-41
NDUFAB1,0.07428571927977458,7.249683734243089e-41
COMT,0.07349681998626328,4.889298220434354e-40
CAPS,0.07343632682861335,5.655145390141265e-40
RBBP8NL,0.07171103001459739,3.411693981534642e-38
NDUFA13,0.07133203373263827,8.287702388918613e-38
FAM83C,0.07062157590389259,4.320379401218873e-37
LSAMP,0.07024831082389049,1.0218791092943609e-36
ENTPD8,0.07002898199400914,1.6910877610874274e-36
TOMM20,0.06985346629301069,2.5277862101042872e-36
NEDD8,0.06949447417602478,5.7338424867025485e-36
TMSB4X,0.06926477743340965,9.66230211576869e-36
ZNF574,0.06923293341681232,1.0385827103948718e-35
ENSG00000255446,0.06917756886845408,1.1774181075443367e-35
CLDN4,0.068847987732992,2.4797276681447386e-35
NTRK2,0.06870492856612498,3.4224146545849657e-35
BDKRB1,0.0686519352873563,3.855605786177978e-35
NEUROD2,0.06863519500580613,4.0034558515692e-35
CDC42,0.06829746621713027,8.536673374312984e-35
RPL17,0.0681982702256642,1.0655424020938643e-34
FXYD6,0.06765103632677114,3.59934083431208e-34
DCN,0.06756466880527363,4.3578287116806035e-34
CLCN1,0.06716674903274283,1.0484005512403507e-33
LDHB,0.06701945938045985,1.4490404085273115e-33
TP53AIP1,0.0670106587483355,1.4773006809378017e-33
PET100,0.06671986837975555,2.792682031593285e-33
TM9SF2,0.06652607856268879,4.2624377309132894e-33
FABP5,0.06652548153600135,4.267985865881188e-33
LINC00920,0.06646107263575307,4.910650359819255e-33
ARF4,0.0662118835201688,8.438428762200906e-33
DNAJA1,0.0660004840519182,1.3336398523938134e-32
MYBL2,0.06584776814951834,1.854566472187566e-32
COL14A1,0.06579189083027724,2.0919768277431533e-32
NR2C2AP,0.06514895482593194,8.304608218942546e-32
IL6,0.06511189315029871,8.987857449380526e-32
SELL,0.06488762013580215,1.4488614575843165e-31
IGFL2-AS1,0.06485645712982523,1.5480499474518283e-31
DYNLT1,0.06442602110684022,3.8512222153253098e-31
FAM111B,0.06437647618781318,4.275532110453473e-31
GNG11,0.06423579514046758,5.750277510511275e-31
